,ERR4301269,ERR4303136,ERR4303137,ERR4303138,ERR4303139,ERR4303140,ERR4303147,ERR4303148,ERR4303149,ERR4303150,ERR4303151,ERR4303152,ERR4303154,ERR4303155,ERR4303156,ERR4303157,ERR4303158,ERR4303159,ERR4303160,ERR4303161,ERR4303162,ERR4303163,ERR4303164,ERR4303165,ERR4303169,ERR4303170,ERR4303171,ERR4303172,ERR4303194,ERR4303195,ERR4303196,ERR4303197,ERR4303198,ERR4303199,ERR4303200,ERR4303201,ERR4303202,ERR4303216,ERR4303217,ERR4303218,ERR4303219,ERR4303221,ERR4303222,ERR4304397,ERR4304450,ERR4304451,ERR4304452,ERR4304454,ERR4304455,ERR4304456,ERR4304504,ERR4304505,ERR4304580,ERR4304669,ERR4304808,ERR4336989,ERR4647691,ERR4647692,ERR4647693,ERR4647694,ERR4647695,ERR4647696,ERR4647697,ERR4647698,ERR4647699,ERR4647712,ERR4647713,ERR4647716,ERR4835842,ERR4835843,ERR4835845,ERR4835846,ERR4835847,ERR4835848,ERR4835849,ERR4835850,ERR4835851,ERR4835852,ERR4835853,ERR4835854,ERR4835855,ERR4835856,ERR4835857,ERR4835858,ERR4835859,ERR4835860,ERR4835861,ERR4835862,ERR4835863,ERR4835864,ERR4835866,ERR4835867,ERR4835868,ERR4835869,ERR4835870,ERR4835871,ERR4835932,ERR4835933,ERR4835934,ERR4835935,ERR4835989,ERR4835990,ERR4835991,ERR4835992,ERR4835993,ERR4835994,ERR4835995,ERR4835996,ERR4836027,ERR4836028,ERR4836036,ERR4836037,ERR4836884,ERR4836885,ERR4836886,ERR4836887,ERR4836888,ERR4836889,ERR4836908,ERR4836909,ERR4836910,ERR4836911,ERR4836912,ERR4836913,ERR4836914,ERR4836915,ERR4836916,ERR4836917,ERR4836918,ERR4836919,ERR4836920,ERR4836921,ERR4836922,ERR4836923,ERR4836924,ERR4836925,ERR4836926,ERR4836927,ERR4836928,ERR4836929,ERR4836930,ERR4836932,ERR4836933,ERR4836934,ERR4836935,ERR4836936,ERR4836937,ERR4836938,ERR4836939,ERR4836940,ERR4836941,ERR4836942,ERR4836944,ERR4836945,ERR4836946,ERR4836947,ERR4836948,ERR4836949,ERR4836950,ERR4836951,ERR4836953,ERR4836954,ERR4836956,ERR4836957,ERR4836958,ERR4836959,ERR4836960,ERR4836961,ERR4836962,ERR4836963,ERR4836964,ERR4836965,ERR4836966,ERR4968552,ERR4968553,ERR4968554,ERR4968555,ERR4968556,ERR4968557,ERR4968558,ERR4968559,ERR4968560,ERR4968562,ERR4968563,ERR4968564,ERR4968565,ERR4968566,ERR4968567,ERR4968568,ERR4968569,ERR4968570,ERR4968571,ERR4968572,ERR4968574,ERR4968575,ERR4968576,ERR4968577,ERR4968578,ERR4968579,ERR4968580,ERR4968581,ERR4968582,ERR4968584,ERR4968585,ERR4968586,ERR4968587,ERR4968588,ERR4968589,ERR4968590,ERR4968592,ERR4968593,ERR4968594,ERR4968595,ERR4968596,ERR4968597,ERR4968598,ERR4968599,ERR4968600,ERR4968601,ERR4968602,ERR4968603,ERR4968604,ERR4968605,ERR4968606,ERR4968608,ERR4968671,ERR4968673,ERR4968678,ERR4968681,ERR4968687,ERR4968704,ERR4968705,ERR4968711,ERR4968712,ERR4969053,ERR4969151,ERR4992195,ERR4992208,ERR4993373,ERR4993378,ERR4993381,ERR4993382,ERR4993662
ERR4968593_bin.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147009,0,0,0,0,0,0,0,0,170374,0,0,0,0,0,0,0,0,0,0,0,0,8993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6715,0,0,0,8271,0,0,5759,0,0,0,0,0,0,0,24111,0,0,13316,0,0,0,0,0,0,0,0,0,35930,0,0,0,0,0,0,0,0,0,0,0,6072,0,0,0,8640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66973,0,0,0,0,28157,0,0,0,0,0,0,0,0,0,0,116158,0,174740,0,173519,0,0,0,0,0,0,0,0,0,0,57444,0,0,0,182998,0,0,0,0,0,0,0,24200,0,0,64136,0,0
ERR4836961_bin.45,0,0,13091,15960,0,0,89893,36041,22083,0,94610,142793,0,82523,0,0,28812,40585,0,45921,78288,0,68457,63076,0,99269,0,0,121779,0,69140,183815,38969,0,256554,0,43525,264789,160898,245500,209825,131744,86873,64008,61240,0,147563,77528,35413,201918,378245,47012,256645,32332,72290,383299,0,0,0,0,0,0,0,0,0,0,0,0,10228,94532,0,20457,162806,16657,0,33415,0,0,0,0,0,0,42290,50389,30006,49594,66010,0,0,43021,35895,24148,0,19441,65632,0,37290,289412,0,0,14250,0,0,40295,0,80512,68080,55725,51975,0,64840,48611,46247,0,40844,35500,106415,149192,24658,0,0,0,0,18145,0,0,15570,13544,15895,0,0,23745,37698,36886,33309,17794,137003,16734,26931,0,22263,60346,0,0,51777,44399,33538,64445,38441,17644,25514,76247,95723,0,0,45694,19259,0,0,0,0,0,52325,0,56275,0,0,744067,110181,136364,174826,227354,15746,0,0,0,0,10129,0,28465,12536,20833,0,0,56792,21907,0,11622,18878,24763,35652,0,43059,18308,167565,123010,0,0,14742,18018,46684,86390,97837,0,13894,0,0,0,36915,0,49707,0,45736,0,196781,30404,0,0,135886,110637,0,86287,0,114977,191310,57529,0,49392,113172,92745,121226,30983,0,28965,53203,0,0,22388,80022,0,70723,33308,682602
ERR4968576_bin.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102388,0,0,0,0,0,0,0,0,0,0,0,0,0,27383,0,0,0,0,0,0,0,0,0,126573,0,0,0,0,92027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190561,0,0,0,0,0,0,0,0,0,7981,0,0,0,0,0,0,0,34992,0,0,0,0,0,558394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70426,0,0,0,0,0,0,0,0,205904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149606,0
ERR4835996_bin.41,95480,0,0,743072,0,0,245202,155762,10246,0,0,107137,0,122962,893564,0,6245,0,0,33612,58274,314491,1230493,0,0,0,0,0,0,0,32571,0,36734,0,591874,0,131332,0,0,15555,0,0,0,0,0,0,389379,391015,0,9186,0,318134,10300,24673,419656,53470,0,0,0,0,0,0,0,0,7568,0,0,0,37304,0,0,41164,703738,0,0,0,8236,684058,0,6247,0,0,6435,0,264134,0,0,0,0,683919,0,549602,0,0,38380,0,194089,0,50935,0,0,9056,0,0,0,0,77529,348267,0,0,80302,174430,0,0,240865,7875,7228,138530,500918,0,6253,0,8687,0,61685,0,0,0,22080,0,0,0,8013,10918,81838,16378,644895,0,0,0,1065555,27396,0,0,0,0,0,156645,68814,25443,168490,95160,0,0,0,35455,11959,0,0,0,0,0,28589,6496,0,0,0,434800,0,713212,0,56669,80932,0,0,59492,67596,5758,29432,8246,24074,40401,0,0,98953,41021,0,47888,10846,0,0,0,0,190944,40573,0,87256,136816,117729,40595,0,0,0,91587,0,0,0,0,111385,0,272731,0,0,0,16979,0,0,2374557,72929,0,0,0,0,0,281625,487444,0,13178,0,0,24133,181246,0,167840,0,344883,0,33305,260494,13468,1844576,235001,37124
ERR4968712_bin.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15296,0,0,0,0,0,0,0,0,0,0,0,0,0,124542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132444,0,0,0,0,0,0,0,0,0
ERR4835990_bin.4,251231,0,1940536,307171,0,0,415145,29698,0,0,385631,0,0,12328,0,0,277308,0,0,92733,0,0,0,236808,0,0,0,0,0,0,0,90892,205672,0,0,0,0,0,726956,70703,0,0,70164,412826,0,0,0,26008,51193,29816,0,230829,423876,87869,0,2567068,0,0,0,0,12899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7608,0,0,355287,0,0,0,0,0,0,0,0,0,0,8143,0,19496,9701,0,1023274,0,9135,0,9659,1511966,0,19227,0,22531,21246,0,0,8540,0,0,0,20232,0,89186,0,0,0,12793,0,0,0,0,202187,0,0,0,11858,0,14326,0,0,0,0,0,0,0,0,0,0,91393,1331960,697598,8957,69558,0,0,0,0,18203,119610,0,45306,0,0,0,843329,0,0,0,0,14046,0,36965,0,46329,532114,0,0,31711,0,66438,6701,0,0,10364,0,0,51623,722660,167400,44210,9459,8778,0,0,21912,97014,0,0,842984,181729,63393,198710,0,0,0,100145,0,0,0,0,31088,0,93010,0,235847,0,0,74127,0,0,663385,19607,0,0,0,101086,0,9178,0,72310,71036,0,127894,165931,0,198546,0,55073,9832,0,0,0,285641,14962,0
ERR4836946_bin.19,20822,124740,0,0,0,0,65729,78186,122617,0,129544,0,0,0,0,0,0,0,0,62193,100493,285475,0,95657,0,94406,0,105630,145506,0,153822,0,0,215520,289329,0,82255,87940,0,2703472,894051,0,0,75730,203963,0,96338,0,272110,0,1187181,0,142512,0,93981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87895,0,0,0,0,0,0,0,0,0,341774,41908,57809,124636,0,88491,0,0,0,37382,0,334890,101716,67451,81547,0,277935,49313,0,0,112543,166471,125268,477358,37049,0,35292,121073,304713,31113,119121,52170,60676,120853,115466,168950,0,48510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32268,33185,0,1208428,91922,0,52790,0,0,61861,0,0,0,24948,0,24150,0,0,37648,2852909,0,2657803,0,0,799889,0,0,0,0,0,85004,0,0,0,164059,89010,0,150621,0,0,0,0,0,0,0,92183,0,0,0,52250,0,0,0,0,0,0,0,22807,109180,0,0,0,511781,0,32867,0,49072,0,25808,88816,0,299132,0,0,0,420704,0,0,0,145599,0,69661,0,0,49736,0,168536,1048277,0,0,0,0,0,0,0,93729,113489,220920,111458,1461059,0,856152,95213,0,41170,81233,202689,122257,98456,171184
ERR4835861_bin.32,130034,0,125291,0,0,0,108162,76844,29298,0,0,0,0,17494,0,0,0,0,0,277000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90284,0,0,0,0,0,0,0,0,0,21503,0,210233,0,0,952768,0,161889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13288,0,0,0,0,0,0,66415,203133,0,0,372881,11205,63625,0,0,0,0,0,0,3959,0,0,0,0,0,0,0,246635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23893,0,0,28239,0,0,0,0,0,0,0,0,0,0,50955,0,0,0,0,0,0,0,7721,0,0,0,0,0,0,0,0,0,0,0,7575,0,0,0,0,0,0,0,0,0,0,8838,0,104899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174837,0,9624,0,0,0,0,0,6026,0,0,35080,0,507976,0,0,0,57627,0,0,31794,0,308357,0,0,0,0,63818,0,0,0,0,0,0,5995,0,0,0,67553,0,51737,0,0,31780,0,0
ERR4835861_bin.33,0,0,208207,0,0,0,755083,0,0,0,0,0,0,153591,0,0,0,0,0,19038,0,33047,0,0,0,348793,0,0,20292,0,0,19875,33928,0,411089,0,20525,0,0,0,0,0,0,840439,0,0,35009,31598,738261,0,0,51746,0,116374,0,0,0,0,0,0,10397,0,0,0,0,0,0,0,0,0,0,0,0,43493,0,0,0,0,79966,0,0,0,13230,0,19745,97623,523607,0,0,148161,102062,0,28314,0,0,0,0,0,123609,0,0,0,0,0,0,0,12204,0,0,0,125913,0,0,0,0,0,0,0,79023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34861,0,0,0,0,0,0,0,0,0,0,0,0,42759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49081,0,0,19551,0,0,0,0,0,419226,0,0,0,0,0,0,0,0,0,329565,0,0,0,0,0,0,48833,0,0,0,1142175,0,233552,0,0,69733,0,0
ERR4835854_bin.13,0,0,0,20371,1052364,0,0,28829,0,456017,22634,55423,210543,0,0,0,51549,516623,1025658,218865,64290,572557,164773,0,0,0,1052670,168467,0,100093,0,42580,0,1171215,0,0,48868,150261,0,126463,4038103,0,0,0,674301,1136672,0,82220,0,107985,181142,0,67099,0,88128,181789,0,0,0,52685,0,0,0,0,0,0,0,0,0,0,0,0,176345,0,0,0,68656,35905,0,651134,0,0,18421,0,0,0,0,0,0,0,0,15120,104651,0,0,0,0,148494,0,0,27732,0,479207,24482,0,0,37703,35285,38179,0,0,87302,0,29046,24276,0,46518,0,0,0,0,0,0,11934,0,269635,0,0,0,0,0,0,0,0,66371,0,66002,0,36863,172909,40121,0,282716,0,0,65453,0,0,89867,0,0,0,0,0,0,0,0,0,0,0,0,0,83975,251555,46992,0,0,111406,0,0,0,117504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129139,72344,0,50245,0,0,0,45340,27874,0,1190229,87791,40158,0,0,255256,0,0,24113,0,0,0,29277,0,57322,0,0,78327,358939,0,43451,41292,0,169204,0,135932,115301
ERR4835866_bin.13,0,0,66563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,48173,0,0,0,0,0,0,0,0,0,0,0,0,0,51111,0,0,0,0,22121,0,0,0,36205,0,0,21819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6542,5413,0,0,0,0,0,0,0,0,0,0,9338,5930,18074,0,0,0,0,88668,0,0,0,0,0,65507,0,22220,0,0,0,0,0,0,0,0,0,0,0,0,40004,0,0,0,29993,0,0,7491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19503,0,0,0,0,0,0,3349,0,0,0,0,0,0,0,0,0,5640,0,0,0,0,0,0,0,0,5043,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208638,0,0,0,6596,0,0,0,0,65706,0,0,0,0,0,70782,0,5007,0,10092,0,0,0,0,0,0,0,0,0,0,0,66674,9055
ERR4836885_bin.19,0,0,0,0,145767,0,0,0,22885,0,0,0,0,0,0,0,0,0,0,16294,0,0,0,0,0,0,0,17765,21533,0,43696,20808,0,0,205354,0,14896,31156,0,96439,206847,0,0,81357,0,84470,0,0,0,52589,317421,0,61936,0,36940,14571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10552,0,0,0,0,0,0,12055,0,0,0,0,0,0,0,0,34648,0,0,0,0,0,15671,0,0,32709,0,0,0,27021,0,0,13496,0,0,21710,48518,171980,77398,190387,17101,13824,57250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15674,18197,0,44753,0,0,41179,28651,0,0,0,44374,0,0,0,0,0,0,17814,49323,0,0,0,0,0,0,0,0,0,9700,0,0,0,0,47658,0,0,0,0,0,0,8960,0,15902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13646,0,0,47551,0,0,0,0,0,0,28494,33815,0,15459,0,0,0,0,0,0,0,0,54036,87634,0,0,0,0,0,0,0,0,0,38177,0,0,0,55515,0,0,0,0,171457,17351,26193,19988
ERR4304397bin.22,0,0,0,0,0,0,8430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4836918_bin.17,0,0,0,34675,0,0,88714,0,0,0,0,0,0,0,0,0,42596,0,0,0,0,0,55666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33327,0,0,0,0,0,0,0,0,0,0,0,0,35073,0,0,0,0,0,0,30614,0,0,0,0,0,0,0,0,0,239396,0,0,51779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22137,25928,0,391000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61472,119654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24326,0,0,0,0,0,0,0,0,0,0,0,34633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151516,0,0,0,0,0,25848,0,0,205474,0,0
ERR4992195_bin.8,14366,0,0,0,0,0,33028,55583,42502,0,55734,45861,0,0,0,39496,30427,47951,0,100390,0,79848,71764,215318,28922,119534,0,1064047,176091,0,229157,71608,45175,0,93893,0,78449,63481,210135,0,1352286,227771,210916,0,1797600,0,213765,69697,173200,374091,1367243,161118,3595397,0,98181,159731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50920,0,0,22561,0,98442,0,51047,0,0,27375,0,61711,0,53434,77960,70334,0,0,0,909895,52539,503133,0,22556,300730,39516,359508,0,0,72461,0,0,235363,96789,28653,143201,0,144259,98950,46620,0,76024,0,69408,66783,0,0,0,0,0,0,0,0,0,23460,0,0,0,21025,14410,0,66544,0,496590,245351,18733,0,93866,32135,0,0,487682,0,0,38546,43475,0,24734,49030,0,0,0,33589,19534,0,105460,0,0,0,56607,0,28449,73916,0,274552,319848,114554,143546,43799,95851,28205,0,0,0,0,0,0,0,0,19769,0,0,0,0,14044,15098,18901,61921,0,0,39675,52044,48531,0,0,0,56065,0,133841,64615,0,0,0,0,0,0,0,0,0,114582,0,0,471137,0,0,39718,72174,0,0,0,62063,59492,0,337827,26219,229667,158532,264460,78387,262627,87488,0,387432,3249339,0,0,0,79264,0,679532
ERR4835866_bin.4,0,0,0,8256,0,0,15340,13703,28263,0,0,0,0,7490,10455,0,8966,0,0,6824,0,0,19650,0,0,0,0,0,86467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28730,26316,32390,18637,0,21004,0,7475,17995,83735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4863,0,0,0,11970,0,21269,8444,0,0,0,6008,217132,0,0,0,0,0,0,15688,6896,0,0,0,0,0,0,0,6019,35374,0,0,0,47559,0,0,19560,0,0,12671,8721,0,0,0,0,0,0,0,0,0,0,0,0,0,5850,7840,15423,0,0,0,0,0,0,9162,0,0,0,0,41983,0,0,0,10163,0,0,0,0,9060,0,0,0,0,0,0,8576,0,0,0,0,0,0,0,0,21199,9113,0,0,0,4660,0,0,0,0,11095,0,0,0,0,0,6165,0,0,0,0,0,5885,6710,0,5310,0,0,0,0,0,0,8062,0,0,0,0,8531,0,14227,0,0,0,0,0,0,5478,0,69347,0,0,0,0,13465,0,0,12147,49521,0,42820,40858,0,44646,0,0,0,23577,82279,0,133674,65449,0
ERR4836949_bin.12,0,0,33384,0,0,0,43329,114609,24945,0,0,0,0,49761,0,0,39122,0,0,50118,0,65655,31760,221660,0,122219,0,403694,37862,0,38013,44663,82350,0,119010,0,0,54453,0,46838,192293,0,0,157167,0,0,89517,34028,161418,348133,171019,116133,1177719,163078,26991,172552,0,0,0,0,0,0,0,0,0,0,0,0,0,40075,0,0,0,0,14034,68672,0,23582,23590,0,0,47169,39185,0,42322,26452,86109,27512,45434,57915,12267,30134,94972,153904,17956,0,21635,482111,49884,45093,1558166,81732,0,15565,0,98781,26558,114011,259543,707400,35569,42107,0,96725,356448,25948,35287,58244,146803,0,0,0,0,0,0,0,23039,22429,0,0,0,16177,10999,47117,0,0,0,98787,0,0,0,16753,0,180702,0,0,21398,34509,55213,8788,15168,41315,0,0,0,138268,0,410077,0,0,0,0,121541,16996,13462,694149,0,69726,112235,356841,134233,0,438838,0,0,9677,0,0,13683,0,10643,30171,23756,0,0,0,37746,0,12708,11807,135810,10396,98446,39075,0,0,20500,18611,0,0,14280,18892,17807,64274,342097,0,0,0,62128,0,57885,0,0,0,25070,619982,0,0,114520,56362,0,0,0,0,0,24691,349239,47666,0,234633,101379,208261,937716,94413,0,2134179,0,77852,34555,0,40832,0,419005
ERR4993381_bin.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170372,0,0,0,0,10723,0,0,0,0,0,2080208,0,0,0,0,0,0,0,0,0,0,0,21889,0,0,0,0,0,0,0,0,0,0,29217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209747,0,0,0,0,22838,0,0,0,0,0,0,0,0,0,0,0,0,16886,0,0,0,26042,0,0,0,14507,0,0,0,0,85020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98434,0,72034,0,0,0,0,0,0,0,0,0,12451,0,0,0,0,0,0,0,0,57294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36119,0,10230,0,0,0,0,126567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273960,0,0
ERR4968598_bin.23,9736,0,7983,20567,0,0,0,8158,25118,0,42267,0,0,0,0,0,0,117823,0,0,0,0,0,0,0,7605,15179,9919,15937,0,0,0,0,0,0,0,0,0,0,0,41314,416462,81627,17206,0,0,23324,0,26456,20196,1666931,13239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11130,50606,0,0,0,0,6140,0,0,0,0,5710,13153,23330,0,18739,0,0,0,0,0,49573,0,0,0,0,15211,0,0,0,0,0,0,0,0,14861,0,0,0,0,0,45627,0,33045,118846,0,19062,16030,0,0,0,0,0,0,0,0,0,0,9930,0,0,0,0,8394,0,26723,23484,0,0,98744,10641,0,0,32333,0,0,0,0,0,0,133918,0,0,0,0,0,0,18809,0,0,0,17990,0,0,0,0,0,173892,126054,73489,18289,12089,0,0,0,0,0,0,0,0,0,0,0,5630,5682,0,0,11717,0,0,0,0,0,0,154468,0,8598,0,0,0,0,0,5218,0,0,0,0,0,0,0,0,15508,0,0,235748,0,0,5242,29884,0,0,0,25578,0,21072,0,0,51353,11747,120303,41553,0,12610,0,0,0,15726,13299,0,0,0,0
ERR4968598_bin.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43489,0,0,0,26372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11411,33554,27802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40721,0,0,0,0,0,0,0,0,0,0,0,481222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4303194bin.45,0,0,30660,0,0,0,61701,17783,95894,0,176562,0,0,42076,0,0,0,0,0,29746,0,0,222224,0,0,320597,0,47976,504132,0,0,93908,0,0,0,95766,84961,0,170685,0,0,0,0,0,0,0,0,153973,62888,95235,0,361487,0,0,483971,38625,0,0,0,0,0,0,0,0,0,0,0,0,0,13772,0,0,0,0,0,0,0,0,17143,0,0,0,118656,0,27400,68137,289661,0,0,0,0,10673,0,295157,41690,0,33883,0,22412,64712,0,448773,0,0,85288,83974,0,13654,88940,0,102884,21392,0,0,74640,0,0,78674,48455,0,0,0,37785,0,21128,0,0,0,0,0,0,0,85259,30161,0,0,0,0,0,0,0,26322,0,0,0,0,0,54999,0,13688,81585,40022,0,0,0,0,0,0,125097,0,0,0,0,0,50497,0,0,0,0,356761,0,0,272149,0,0,0,0,0,0,0,0,32544,0,0,0,18338,0,0,16263,24762,122047,0,27202,0,60792,0,50223,0,29879,0,0,59531,32896,58355,0,47378,0,0,0,0,63413,0,0,0,447045,0,0,0,0,49904,0,0,0,413318,25187,80465,0,50126,278890,126965,35985,25692,25233,0,0,534858,166942,50329,31697,0,206322,0,97747
