genome,completeness,contamination
ERR4968597_bin.38.fa,99.25,0.0
ERR4968597_bin.7.fa,78.41,0.170
ERR4968598_bin.19.fa,97.41,0.632
ERR4968598_bin.20.fa,71.87,2.816
ERR4968598_bin.22.fa,96.28,1.026
ERR4968598_bin.23.fa,69.48,2.371
ERR4968598_bin.36.fa,92.66,2.688
ERR4968598_bin.3.fa,94.22,1.201
ERR4968598_bin.42.fa,99.62,0.0
ERR4968598_bin.45.fa,97.52,1.132
ERR4968598_bin.54.fa,65.82,2.564
ERR4968599_bin.14.fa,94.24,1.877
ERR4968599_bin.3.fa,93.95,0.0
ERR4968599_bin.40.fa,96.64,1.342
ERR4968600_bin.15.fa,99.36,1.265
ERR4968600_bin.1.fa,98.08,0.318
ERR4968600_bin.32.fa,93.19,1.317
ERR4968600_bin.3.fa,99.47,1.047
ERR4968601_bin.23.fa,71.65,0.0
ERR4968601_bin.28.fa,97.38,0.0
ERR4968601_bin.51.fa,67.46,0.507
ERR4968602_bin.17.fa,88.70,0.335
ERR4968602_bin.25.fa,97.95,0.680
ERR4968602_bin.26.fa,81.77,0.0
ERR4968602_bin.3.fa,71.37,0.671
ERR4968602_bin.57.fa,76.16,0.254
ERR4968602_bin.5.fa,90.84,3.698
ERR4968602_bin.63.fa,96.49,4.688
ERR4968602_bin.67.fa,77.67,1.698
ERR4968602_bin.74.fa,65.61,0.699
ERR4968602_bin.80.fa,59.23,0.0
ERR4968603_bin.15.fa,98.41,0.0
ERR4968603_bin.24.fa,95.06,0.0
ERR4968603_bin.31.fa,88.64,1.898
ERR4968603_bin.35.fa,99.22,0.0
ERR4968603_bin.37.fa,92.02,0.974
ERR4968603_bin.41.fa,94.35,0.052
ERR4968603_bin.56.fa,99.10,0.949
ERR4968604_bin.20.fa,98.10,0.0
ERR4968605_bin.39.fa,97.13,0.0
ERR4968606_bin.18.fa,74.37,0.0
ERR4968606_bin.83.fa,93.82,1.123
ERR4968608_bin.20.fa,81.70,1.123
ERR4968608_bin.33.fa,99.42,0.0
ERR4968608_bin.34.fa,97.23,0.0
ERR4968608_bin.54.fa,88.20,1.797
ERR4968671_bin.11.fa,97.85,0.0
ERR4968671_bin.17.fa,98.33,0.476
ERR4968671_bin.1.fa,88.20,1.685
ERR4968671_bin.4.fa,92.47,0.186
ERR4968671_bin.51.fa,80.53,0.835
ERR4968671_bin.54.fa,99.42,0.769
ERR4968673_bin.37.fa,91.55,0.584
ERR4968673_bin.41.fa,98.65,0.0
ERR4968678_bin.24.fa,66.73,2.016
ERR4968678_bin.28.fa,89.74,1.709
ERR4968678_bin.37.fa,95.56,0.026
ERR4968678_bin.39.fa,69.55,0.0
ERR4968678_bin.54.fa,88.83,0.692
ERR4968678_bin.5.fa,93.82,1.685
ERR4968678_bin.68.fa,69.67,1.833
ERR4968681_bin.18.fa,90.42,0.0
ERR4968681_bin.22.fa,90.89,0.0
ERR4968681_bin.4.fa,99.51,0.480
ERR4968681_bin.50.fa,90.44,0.160
ERR4968687_bin.20.fa,94.38,2.247
ERR4968687_bin.22.fa,82.13,3.370
ERR4968687_bin.30.fa,78.08,1.685
ERR4968687_bin.40.fa,73.49,2.247
ERR4968687_bin.45.fa,77.25,2.969
ERR4968687_bin.63.fa,85.66,0.0
ERR4968687_bin.69.fa,92.13,0.0
ERR4968704_bin.2.fa,79.99,0.806
ERR4968704_bin.38.fa,88.76,2.247
ERR4968704_bin.39.fa,87.71,0.0
ERR4968704_bin.51.fa,96.42,0.0
ERR4968704_bin.83.fa,83.94,1.748
ERR4968705_bin.113.fa,96.26,0.974
ERR4968705_bin.24.fa,67.52,3.496
ERR4968705_bin.27.fa,92.06,0.0
ERR4968705_bin.43.fa,92.81,0.574
ERR4968705_bin.53.fa,82.61,3.481
ERR4968705_bin.54.fa,77.34,3.419
ERR4968705_bin.90.fa,76.50,2.247
ERR4968711_bin.16.fa,93.78,1.342
ERR4968711_bin.17.fa,66.59,1.342
ERR4968711_bin.19.fa,93.28,0.0
ERR4968711_bin.32.fa,92.92,1.582
ERR4968711_bin.38.fa,96.64,4.697
ERR4968711_bin.45.fa,68.02,0.156
ERR4968711_bin.58.fa,100.0,0.0
ERR4968711_bin.9.fa,94.75,0.078
ERR4968712_bin.107.fa,89.40,0.461
ERR4968712_bin.113.fa,89.53,1.617
ERR4968712_bin.124.fa,76.41,2.034
ERR4968712_bin.129.fa,96.64,0.0
ERR4968712_bin.26.fa,94.01,1.424
ERR4968712_bin.40.fa,100.0,0.0
ERR4968712_bin.49.fa,91.89,2.066
ERR4968712_bin.50.fa,90.80,0.020
ERR4968712_bin.51.fa,64.69,0.671
ERR4968712_bin.54.fa,96.39,0.692
ERR4968712_bin.56.fa,79.45,0.0
ERR4968712_bin.57.fa,86.85,0.0
ERR4968712_bin.64.fa,91.63,0.372
ERR4968712_bin.70.fa,89.21,2.247
ERR4968712_bin.78.fa,93.82,0.0
ERR4968712_bin.84.fa,94.01,1.994
ERR4968712_bin.88.fa,94.56,0.0
ERR4968712_bin.98.fa,89.74,1.424
ERR4968712_bin.9.fa,93.14,0.052
ERR4969053_bin.15.fa,75.00,0.438
ERR4969053_bin.1.fa,97.58,0.0
ERR4969053_bin.24.fa,97.98,0.0
ERR4969053_bin.25.fa,94.18,0.0
ERR4969053_bin.26.fa,95.30,0.0
ERR4969053_bin.29.fa,96.25,0.226
ERR4969053_bin.40.fa,97.42,1.565
ERR4969053_bin.41.fa,95.54,0.579
ERR4969053_bin.48.fa,95.30,1.342
ERR4969053_bin.54.fa,94.27,2.631
ERR4969053_bin.55.fa,95.23,0.340
ERR4969053_bin.72.fa,97.98,0.671
ERR4969053_bin.79.fa,96.42,0.671
ERR4969053_bin.82.fa,98.33,0.226
ERR4969053_bin.83.fa,98.65,0.0
ERR4969053_bin.8.fa,91.38,0.671
ERR4969053_bin.9.fa,97.27,0.680
ERR4969151_bin.101.fa,86.07,3.370
ERR4969151_bin.113.fa,90.38,0.854
ERR4969151_bin.115.fa,66.73,0.335
ERR4969151_bin.118.fa,99.46,0.0
ERR4969151_bin.130.fa,95.56,0.403
ERR4969151_bin.134.fa,92.68,0.123
ERR4969151_bin.135.fa,92.59,0.340
ERR4969151_bin.142.fa,97.31,0.0
ERR4969151_bin.144.fa,93.70,0.671
ERR4969151_bin.145.fa,89.92,0.671
ERR4969151_bin.1.fa,96.75,1.323
ERR4969151_bin.20.fa,75.75,2.237
ERR4969151_bin.33.fa,95.30,0.0
ERR4969151_bin.47.fa,97.98,0.0
ERR4969151_bin.53.fa,98.65,0.0
ERR4969151_bin.62.fa,84.83,0.0
ERR4969151_bin.64.fa,98.73,0.632
ERR4969151_bin.66.fa,96.32,0.632
ERR4969151_bin.67.fa,100.0,0.0
ERR4969151_bin.81.fa,93.25,1.342
ERR4969151_bin.82.fa,54.66,0.0
ERR4969151_bin.85.fa,98.22,0.328
ERR4969151_bin.9.fa,98.05,0.0
ERR4992195_bin.27.fa,98.65,0.0
ERR4992195_bin.8.fa,92.74,0.052
ERR4992208_bin.26.fa,95.31,0.0
ERR4992208_bin.29.fa,71.91,0.0
ERR4992208_bin.47.fa,93.42,0.949
ERR4992208_bin.49.fa,90.09,0.738
ERR4992208_bin.52.fa,96.37,0.026
ERR4992208_bin.53.fa,69.44,0.699
ERR4993373_bin.10.fa,73.15,2.721
ERR4993373_bin.50.fa,89.01,0.0
ERR4993373_bin.59.fa,96.64,0.0
ERR4993373_bin.5.fa,98.72,0.636
ERR4993378_bin.43.fa,100.0,0.369
ERR4993378_bin.4.fa,92.41,0.894
ERR4993378_bin.6.fa,91.03,2.241
ERR4993381_bin.14.fa,70.62,2.362
ERR4993381_bin.24.fa,98.23,0.680
ERR4993381_bin.28.fa,89.74,0.854
ERR4993381_bin.30.fa,90.66,1.333
ERR4993381_bin.53.fa,76.64,0.955
ERR4993381_bin.57.fa,59.70,0.955
ERR4993381_bin.66.fa,95.97,0.0
ERR4993381_bin.77.fa,78.70,0.509
ERR4993382_bin.29.fa,92.69,1.123
ERR4993382_bin.2.fa,99.32,0.0
ERR4993382_bin.35.fa,92.69,1.845
ERR4993382_bin.39.fa,98.87,0.0
ERR4993662_bin.105.fa,98.50,0.331
ERR4993662_bin.106.fa,92.69,0.0
ERR4993662_bin.24.fa,77.27,1.342
ERR4993662_bin.31.fa,93.25,2.247
ERR4993662_bin.43.fa,70.22,3.040
ERR4993662_bin.45.fa,92.95,0.0
ERR4993662_bin.60.fa,71.16,0.335
ERR4993662_bin.61.fa,89.65,0.806
ERR4993662_bin.64.fa,96.15,0.699
ERR4993662_bin.75.fa,69.86,0.709
ERR4993662_bin.82.fa,95.95,2.013
